original,translation
Moqɨnä qässɔːtɨt. ,Домой ушли.
“Meː qoptɨrsɨmɨt üttɨ”. ,“Мы [его] утопили в воде”.
"İčʼikäčʼika tüsa moqɨna čʼuntɨsa, čʼuntɨlʼ qaqlɨsa. ","Ичакычика приехал домой на лошади, на телеге."
Tɔːqtɨ üssä čʼontaptɨstɨ tɛːmnoːntɨ ınnä ɨːtälsitɨ täkɨqo. ,"Товар свой водой намочил, на веревку вверх развесил сушиться."
"Na vremʼaqɨt načʼalʼnik Qolʼsak ira mennɨmpa İčʼakäčʼikat mɔːtɨlʼ pɛlʼaktɨ šoːqɨr čʼɔːtɨmpɨt, purqɨ qatqa šoːqɨr nɔːnɨ. ","В это время начальник, старик Кольсако смотрит в сторону дома Ичакычики – печь топится, дым валом идет от печки."
Täpɨt qäːssɔːtɨt. ,Они ушли.
"Mɔːttɨ seːrsɔːtɨt, imaqotat koptɨ čʼɔːt omta stolɨn iːqɨt İčʼäkäčʼika nʼenʼnʼamɔːtpa. ",В дом зашли – вместо старухи сидит за столом Ичакычика сердитый.
"Muntɨk mäntɨtɨ qatolʼpat kämčʼa, porqɨmtɨ nɨtɨmpɨlʼa. ","Все лицо его исцарапано в крови, одежда его изорвана."
"A İčʼekäčʼika nenʼnʼimɔːlla omta:“ Tɛː masɨp ütɨsɨp qoptɨrɨsɨlɨt, mat morʼan ılqɨt kotčʼik tɔːq (lɨptɨk) qosap. ","А Ичакычика сердитый сидит: “Вы меня в воду пустили, утопили, я в море много товара нашел."
Näsaŋ eŋa kusak orɨm ɛːsa iːsap (ma orɨmɨ asa iːsɨtɨ). ,"Столько есть, сколько силы у меня было, я взял (/моя сила не взяла [больше])."
Täpɨt qässɔːtɨt nɨrkɨmɔːllä:“ Qoilʼ jabol ɛːsa”. ,Они пошли испуганные: “Какой дьявол был”.
“Qäntɨk nılʼčʼik ɛsɨsa? ,“Как это так получилось?
Meː aj üttɨ pattɨrtɛntɨmɨt tɔːqɨtqo. ,Мы тоже в воду нырять будем за товаром.
Ukoːt Qolʼsak ira (načʼalʼnik):“ Kutə kɨka qättoːqonɨ?” ,Вначале старик Кольсако (/начальник): “Кто хочет из города?”
Kätɨsɨtɨ Qolʼsak iranɨk:“ Peːtɨ tɔːq morʼan ılqɨt. ,Сказал старику Кольсако: “Ищи товар на дне моря.
Meːltɨ qunnantɨ. ,Навсегда умрешь.
"Tɛː na masɨp käkkɨsɨlɨt, üttɨ sɨp käːsɨlɨt. ","Вы вот меня бросали, в воду меня бросали”."
Ilimpoːqı topɨrsailaka aj nʼuːtɨlʼ tamtɨr. ,Жили ягодка и пучок сена.
Qarɨlʼalʼ kalʼlʼih nʼentɨ antɔːqı. ,Каждое утро друг с другом спорят.
Kutɨ tü čʼɔːtɛntɨt. ,Кто будет огонь разжигать.
Ukkur qarɨn aj nʼentɨ antalʼalimpɔːqı. ,В одно утро опять друг с другом спорить стали.
Topɨrsailaka nıː kəttɨkɨtɨ: nʼuːtɨlʼ tamtɨr tü čʼɔːtašik. ,"Ягодка так говорит: ""Пучок сена, разожги огонь""."
"Ippɨmpɔːqı, ompašim nʼuːtɨlʼ tamtɨr ontɨ ınnä wešimpa. ","Полежали, в конце концов, пучок сена сам встал."
Sɔːlʼpo ılʼlʼa čʼap qəttɔːlpatɨ. ,Спичкой только чиркнул.
Čʼɔːppaıːmpatɨ. ,И сгорел.
Topɨrsailaka ınnä wešila nannar pisešpa. ,"Ягодка, встав, так смеялась."
Külʼan aj nʼoman. ,Вороны и зайцы.
Ukkor čʼontaqɨn nʼoma qənpa šöttɨ. ,Однажды зайчиха отправилась в лес.
Štalʼ qompatɨ šötqɨn čʼošij qaqɨlʼe. ,И увидела в лесу нарту с салом.
Qaqɨlʼen qanəqqɨn (/qanqɨn) ɨralʼaka nɨŋɨntɨ. ,Рядом с нартами старик стоит.
"Nʼoma nı kətɨmpatɨ: Nannar pusqatɔːlaš, tılla aša atta. ","Зайчиха сказала: ""Метель поднимись, подняв [снег], [так, чтобы ничего] не было видно""."
Pusqatɔːlpa. ,Метель поднялась.
Šitälʼ moqonä qənpa. ,Потом домой отправилась.
Iːjalʼaiːtən ɔːntalpɔːtɨn. ,Детки обрадовались.
Amɨrqolampɔːtɨn. ,Стали есть.
Štälʼ külʼan iːjaja tümmɨntɨ. ,Потом воронёнок пришел.
Əmɨtɨ tümpa. ,Его мать пришла.
Tɛː kuːnɨ čʼošim qosɔːlɨn. ,"""Вы откуда сало взяли?"""
Man ira nɔːnɨ mišalsam. ,"""Я у старика утащила""."
Täːlɨ ukkuršak qəllıː. ,"""Завтра вместе пойдем""."
Qarɨn qənpɔːqı. ,Утром пошли [вдвоём].
Ɨralaka čʼošij qaqəle üːqɨlmmɨntɨtɨ. ,Старик вёз нарту с салом.
Külʼa paktɨla (/waššɛıːla) qaqlin iːntɨ omtijimpa. ,"Ворониха, подбежав (подлетев), села на нарты."
Nı laŋkɔːjpa: küːk! ,"Крикнула: ""Кр-кр!"""
Irra sukulta piːqɨlʼlʼa külʼam qättɨmpatɨ. ,Старик обернулся и ударил ворониху.
Külʼa qulʼčʼimpa. ,Ворониха умерла.
Nʼoma nı kətɨmpatɨ: Pusqatɔːlaš. ,"Зайчиха сказала: ""Метель, поднимись""."
Nʼoma paktɨlʼa čʼošilaka mišalmmɨntɨtɨ. ,"Зайчиха, подбежав, забрала кусок сала."
Šitalʼ moqɨna qənpa. ,Потом домой пошла.
Tümpa. ,Пришла.
Külʼan iːjajä soqončʼɔːtɨn (/soqončʼintɨ): Amä kun ɛːŋa? ,"Воронёнок [с другими воронятами] спрашивают: ""Где мама?"""
Amal čʼošilaka tačʼalmmɨntɨtɨ. ,"""Твоя мама кусок сала не может [донести]""."
Ontɨn amɨrqolampɔːtɨn. ,Сами стали есть.
Külʼan iːjaja aj tüŋa. ,Вороненок опять пришел.
Amal iralakalʼa qätɨsɨtɨ. ,"""Твою маму старичок убил""."
Moqɨnä qəlʼlʼa kətɨmpatɨ. ,Он домой пошел и рассказал про это.
Šitalʼ muntɨk čʼuːrɨqolompɔːtɨn. ,И все заплакали.
Iːjati ɛːppɨmmɨntɨ imantɨsa. ,Сын был [у него] с женой.
Ijatɨ pona tarɨlʼa üːnɨqıtɨ suːtɨwsä natqɨlqolammɨntɨtɨ. ,"Сын, выйдя на улицу, стал красить оленью упряжку."
Ɨrra nıː kəttɨkɨt: pɨrni täntɨ na tüːnnɨntɨ. ,"Старик так сказал: ""Ведьма к тебе придет."""
Ijatɨ jen ɛsɨmpa. ,Сын не обратил внимания.
"Ɔːtaqıtɨ orqɨlʼpat, qaqlɨ saralpintɨtɨ. ","Оленей поймал, нарты запряг."
Laqolʼtɨmpa. ,Ехал [на нартах].
Pɨrni pɔːktɨmmäntɨ. ,Ведьма бежала.
"Qumɨnɨk tüːlʼa, wənnɨmtɨ qatɨtqolampatɨ. ","К человеку подойдя, стала царапать его лицо."
Moqɨnä tüːmpoːqı. ,Домой приехали.
Mɔːttɨ šeːrraıːmpa. ,В дом [она] зашла.
"Ɨrran wəntɨ nıː qattɨnɨtɨ: ilʼčʼamɨ, ilʼčʼamɨ! ","Старику лицо так царапает: ""Дедушка, дедушка!"""
"Imaqotan wəntɨ qattɨnɨtɨ: imɨlʼamɨ, imɨlʼamɨ! ","Старухе лицо царапает: ""Бабушка, бабушка!"""
Qumɨt pɨrnisa nannɨr munʼilʼmotpɔːtɨn. ,Людям ведьма так сильно надоела.
Takkarma meːtɨntɔːtɨn kuttär pɨrniw ılla qättɔːwɨn. ,"Собрание сделали, [чтобы решить] как ведьму убить."
Nıː pinpɔːtɨn: tüːntɨ pärqɨltɛntɔːtɨn. ,"Так решили, [что] в костёр [её] толкнут."
Imaqota wərɨqa mɨtɨnɨlʼ čʼi karra ɨːtɨmmɨntɨtɨ. ,Старуха повесила на огонь большой котёл с рыбьими кишками.
Mušurɨqolampatɨ. ,Варить стала.
"Onʼa, čʼi korpɨtɨ! ","""Сноха, котёл помешай!"""
Toːnna ima meːlte ɔːmta. ,Та женщина всё сидит.
"Pɨrniː, orɨm ɛːŋantɨ. ","""Ведьма, ты послушная (?)."
Pɨrniː paktɨmpa. ,Ведьма побежала.
Tüː tä šım amtɨ. ,"""Огонь меня съест."""
Ɨrra nıː kəttakɨtɨ. ,Старик так говорит.
Qoralʼok. ,"""Поближе [подойди] (?)."""
"Pɨrniː karra čʼam čʼıqɨlʼtempa, tüːntɨ alʼčʼimpa. ","Ведьма едва подошла к очагу, [как] в огонь упала."
Alʼčʼɨwtäːqɨntɨ nıː kɛtɨmpatɨ. ,"Когда падала, так сказала."
Tɨːnɨ jenna qumɨn quqɨlɨqilɔːtɨn. ,"""После меня люди будут умирать""."
Qarɨ jarkolʼ nʼentɨ antɔːqı. ,Каждое утро друг с другом спорят.
To nam nı kɨtɨɣɨt: Tat tü čʼɔːtaš! ,Тот это так говорит: “Ты разожги огонь!”
"Ukkɨr čʼontaqɨn qarɨn topɨrsajlaka nı kətɨɣit: Nʼuːtɨlʼ tamtɨr, tü čʼɔːtašʼ! ","Oднажды утром ягодка так говорит: “Пучок сена, разожги огонь!”"
"Nʼuːtɨlʼ tamtɨr nı kətɨɣit: Topɨrsajlaka, onantɨ tü čʼɔːtaš! ","Пучок сена так говорит: “Ягодка, ты сама разожги огонь!”"
Šʼittalʼa to nʼuːtɨlʼ tamtɨr ompašʼim (on-) ontɨ na wəšimpa. ,Потом тот пучок сена вскоре сам встал.
((…)) Ta tü čʼɔːtɨqolampat. ,Он начал огонь разжигать.
Sɔːlʼpasa čʼap qattɔːlʼpatɨ. ,Спичкой только чиркнул.
"Čʼɔːppaıːmpat, šʼittalʼ mukulʼtɨr tü ınna ampat. ","Сгорел, потом полностью [его] огонь съел."
"Topɨrsajlaka ınna wəšila, nannɛr pisɨšpa, nannɛr pisɨšpa. ","Ягодка, встав, так смеялась, так смеялась."
Šʼittalʼ to passaıːmpa. ,Потом она лопнула.
Seːlʼčʼ ija (/iːjatɨ) i seːlʼčʼ amnatə ilimpɔːtɨn nan. ,[С ним] семь сыновей и семь невесток жили какое-то время.
Ilatɨn mačʼä qɨnnɔːtɨn arat. ,Сыновья осенью ушли в лес.
Äsɨtɨt pɛlkɔːla qala. ,Отец один остался.
Ukur čʼontoːqɨt qalet tüntɔːtɨt. ,Однажды ненцы пришли.
"Qalet türnɔːtɨt, na čʼeːlʼe moqonɨ qənnɔːt. ","Ненцы пришли, в этот же день домой ушли."
Ira nı kuroltɨkɨtɨ ämnämtɨ mɔːttə šünčʼe. ,Старик сказал невесткам пойти в чум.
"Nʼuːtäsä, senti nʼuːtsa…","Сеном, свежим сеном…"
Ɔːmtɨlʼ qoːlʼ ijalʼ čʼaptä. ,Сказка о сыне царя.
Tämtɨqumi ira nɔːkɨr ijatɨ ɛːppɨntɨ. ,У старика-купца было три сына.
Meːšat qopɨlʼ porɨqɨtɨ ɛːppa. ,Был [один сын] в парке из мешковины.
"Nɨːnä ilʼimpa tämtɨt qumɨj ira, nɨːnɨ ila, ila, ila, qumpa. ","Старик-купец жил, жил, жил, потом умер."
Nɔːkɨr iːjatɨ (/iːjeiːtɨ) qalʼa (/qalɔːtin). ,Трое его сыновей остались.
Qoškɔːlɨk ilɨmpɔːtɨn. ,Они плохо жили.
Ukkɨr ɔːmtilʼ qoːt nʼälʼatɨ ɛːppɨntɨ (/ɛːppa). ,У одного царя дочь была.
Nɨːnä nälʼätɨ mɨkantɨ säŋkɨ iːppɨtɨ (/ınna iːmpatɨ). ,Потом дочь взяла игольницу.
Mɔːttɨ pɔːrɨntɨ aj mumpitɨj aj pirnatɨj ɨːtɨntɨtɨ. ,Она на крышу дома ещё наперсток и крест повесила.
Ira kušaːqɨt quptäːqɨntɨ na nɔːkɨr iːjeːqɨntɨ nılʼčʼik kətɨŋɨtɨ: Tɛː mašıp ılla meːtäːqɨntıː mat qɨlqak tüla šäqɨkkolʼčʼimpɨŋɨt. ,"Старик, умирая, трём сыновьям говорит: «Вы, меня похоронив, приходите к моей могиле и ночуйте."
Märqɨ timnʼä sa (/timnʼätɨ) mat qöqak qontɨlʼantɨ. ,"Старший брат, рядом со мной будешь спать."
Nɨːnɨ šitɨmtalʼi pit tat sa qontɨlʼantɨ. ,Потом во вторую ночь ты [средний сын] будешь спать [со мной]».
Nɨːnɨ poːsä kɨpa iːjaːqantɨ meːšat qopɨlʼ porqɨlʼ iːjantɨnɨk kətɨŋɨtɨ: Əsɨmtɨt ılla meːla nɔːkɨr pit šäqɔːtɨt. ,"Потом он своему самому младшему сыну, сыну в парке из мешковины, сказал, [чтобы] похоронив отца, они три ночи [с ним] ночевали."
Mat qummäk qɨlqak tülʼa qontoqa. ,"“Если я умру, надо придти спать в мою могилу”»."
Nɨːnä ılla qontɔːtɨn. ,Потом они легли спать.
Nɨːnä ılla qonta əsɨntɨ qöntɨ. ,Потом лёг спать около своего отца.
Qarɨnɨlʼ pit ınnä šitɨja. ,Рано утром проснулся.
Nılʼčʼilʼ čʼuntɨ nɨŋɨntɨ ola ɔːktɨ nɔːnɨ tü čʼɔːpɨmmɨntɨ. ,"Такая лошадь стоит, будто изо рта огонь пышет."
Nɨːnɨ na čʼunɨntɨsä moqonä laqaltɛlʼčʼa. ,Потом он на этой лошади домой поехал.
"Tülʼčʼa, čʼunɨmtɨ čʼuntɨlʼ mɔːttä ılla ətälʼčʼiŋɨtɨ. ","Приехал, лошадь в конюшню спрятал."
Nɨːnä mɔːttɨ sʼeːrna. ,Потом в дом зашёл.
Timnʼäqıtɨ qontɔːqıj. ,Его братья спят.
Täp koptaːqɨntɨ ılla ɔːlʼčʼa. ,Он лёг на кровать.
Toːnna timnʼaːqıtɨ nennɨlʼ sʼünčʼaːqɨntɨ nɨmtɨ qonternɔːqıj. ,Те братья в передней [части дома] спят.
Timnʼäːqıtij ınna məsʼɔːqıj. ,Братья встали.
Tümti čʼɔːtɨlʼa čʼajniktɨ muširɨŋɨtɨ. ,"Он огонь разжёг, чай [в чайнике] сварил."
Nɨːnä meːšat qopɨlʼ porqɨlʼ timnʼatɨj ınna məjsʼa. ,Потом брат в парке из мешковины встал.
Märqɨ timnʼatɨ nʼenʼnʼimɔːnna: Tat lataret iːqɨt qontɨpɨlʼ loːsantɨ amɨrquntoːqa aj mɔːtɨrnantɨ! ,"Старший брат рассердился: «Ты, чёрт, спавший на покойнике, опять есть просишь!»"
"Kutä orqɨlʼtɛntɨnɨtɨ namɨ, ɔːmtɨlʼ qoːt nälʼap iːtɨŋɨtɨ. ","Кто поймает, тот возьмёт царскую дочь [в жёны]."
"Šitɨmtälij pit munäntɨ kəːssɨ, nɔːkɨrtälij pit– pirnatɨ mišeltɛntɔːtɨn. ","Во вторую ночь – напёрсток, в третью ночь крест заберут."
Nɨːna na čʼeːlʼi čʼeːlʼatɔːtɨt. ,Потом этот день продневали.
