original,translation
"Нямади, наверное, метрэ hэлэкэ оран нуӈандула̄н.",Сто с лишним метров стало до нее.
"Би hэрэлгэ̄н, тарэ hогоркӣ дяпкала̄н эвум и олом.",Я по краю той наледи спустился и вздрогнул от испуга.
"Ну, ӈэ̄рӣдерэн аракӯка̄н.","Ну, светает потихоньку."
Элэкэ̄с аракӯка̄н эр бунӣшуллэ.,Сначала потихоньку завыли.
Би аят долдычим.,Я хорошо прислушался.
Солоки ичэсиним.,Посмотрел вверх по течению.
"Это, нуӈартын солӣло̄ солоки багдакэлвэ асактэрэ.","Это, они вверх по течению диких погоняли."
"Та̄ла̄ дяваркал и амаскӣвэр мучустэ биралӣ, hогоркӣлӣ.","Там, наверное, схватили и обратно повернули вдоль реки, вдоль наледи."
Би илим.,Я встал.
hактыра̄на̄ллан.,Стало темнеть.
Он некэдо̄в некэрэн?,Что делать?
Элэкэ̄с аракӯка̄н бунӣстэ.,Сначала потихоньку завыли.
Надо да̄гда̄в бирава он-мэр.,Надо как-то переправиться через реку.
«Он-кэ тугэ?» — дялда̄м.,«Как же так?» — думаю.
"Дюрмэ̄нди, нуӈардӯтын сигдэлэ̄дӯтын оми.","Вдвойне [воют], я стал между ними."
баргида̄дӯ баӈтыкадӯ деринэдерэ дыгин.,на другой стороне на кочковатом месте мелькают четыре.
"Амаскӣ мучускол тари бурдула̄ — это, гороко̄н hэрэлгэ̄н.",Назад вернуться на остров — далеко долина.
Тадӯ мо̄лдэ аялэ асин.,Там дров нет.
Ашун атурвэ тэгэтчэдем?,Сколько буду сидеть?
Доӈотодём.,Замерзну.
Нё̄чо бисим.,Я вспотел.
Би то̄лӣ дялда̄м:,Я тогда подумал:
Пэктырэ̄вунми луким.,Ружье снял.
Пэктырэ̄вун бичо̄н согдоннодӯ.,Ружье было на спине.
hактыра̄на̄ллан.,Начинало темнеть.
ичэбдерэн аракӯка̄н.,виднеется потихоньку.
Тукша̄ми...,Бегом...
Дялда̄м:,Думаю:
"«Аракӯка̄н шуруктэ, аракӯка̄н, hимкитчэнэ».","«Тихонько пойду, тихонько, кашляя»."
"Бунӣллэ, элэкэ̄с это, элэкэ̄с, аракӯн каӈкипдянал.","Завыли, сначала тихо, затягивая {перевод неясен}."
"Би, тадӯ илитчана, мо̄нми ембугим, чтобы веспи эмугдэви ембудо̄н, сирэктэлви веспи ембудо̄тын.","Я, стоя там, стал расслабляться, чтобы расслабить свои внутренности, чтобы расслабить свои жилы."
"Тоже, то̄лӣ же мо̄нми веспи эрудӯ уже монми «готовими», илэдыт гун... это, лучадыт гуннэ.","Тогда же себя в несчастье «готовить», по-эвенкийски... по-русски говоря."
Чēрка̄шиним нуӈарватын:,Я стал кричать им:
Шӯ амаргӯт».,Вы потом».
"Би эчэ̄в са̄рэ, hа̄лтын тыллэ ли, эчэл ли, чēрка̄стэкиф тугэ.","Я не знаю, некоторые поняли ли, нет ли, когда я стал так кричать."
Чēрка̄шиним.,Стал кричать.
"Ичэтчэнэл, дэринэдерэ.",Смотрят и мелькают.
Гиранилим.,Зашагал.
"Дулиндула̄ hэрэлгэ̄нмэ тадӯ, hогоркӣвэ ӈэнэдэло̄ — о̄, нуӈартын бунӣллэ элэтпэр.","Когда дошел до середины долины, наледи — о, они завыли со всех сил."
"Ӈо̄лэлдерӣ-тэ̄ илэ, наверное, ӈо̄лэлден.","Боязливый человек, наверное, испугается."
"Может, сурудерэ синтыкӣ арчаптыкӣ сейчас, или это̄рэ, или улгучо̄ндерэ бодоловэр мо̄нӈӣвэр.","Может, пойдут к тебе навстречу сейчас, или не станут, или расскажут про свое житье-бытье."
Ӈэ̄лэвсыпчут.,Страшно.
Тыепко̄ндиви иктэӈнэм дюкэвэ.,Посохом своим ударяю по льду.
hэрэкэтмэрит буɲӣллэ.,стали по-другому выть.
"Дулумнӯтмэрит будто и некэллэ hэӈкэ-тэ, бунӣлкитытын.","Спокойнее будто стали делать, звук-то, их вой."
"И би да̄гилим, да̄гилим, да̄гилим тугэ.","И я стал так переправляться, переправляться, переправляться."
"Тарэ эдӣгит бидерӣл, деринэдерӣл, да̄гиллакив, оёкӣ ора.","Те, кто находились в низовьях, мелькавшие, пока я переправлялся, стали ниже по течению"
Ичэтчэпкӣ... ичэвупкӣл тугэ аямамат урэ шандулӣн.,Смотрит... видны хорошо вдоль подножья горы.
Оёкӣ ора.,Ниже по течению стали.
Дюкэла̄ ора.,На льду стали.
"Тук-кэ, ӈэнэми-тэ̄ — hактырдӯ-дэ̄ бэе ӈэнэдевкӣ.","Так-то, если идти — и в темноте-то человек идет."
