original,translation
"Potom üks’ mez’ haravįičob, snapud sirdlemei čurha.
","Потом один человек сгребает [солому], снопы отодвигаем в сторону."
"Keskusteine štobį oliž tazo, rugiš sihe langenu.
","Чтобы середина была ровная, сюда рожь сыпалась."
"Koumen möst tapamei, a nellänz’ mez’ haravol, vardel andlop snapįižed miile.
","Втроем опять молотим, а четвертый человек граблями ('ручкой граблей') подает нам снопы."
"Muga kaiken necen rihen tapamei.
",Так всю эту ригу обмолотим.
"Gäl’ges sidä rugihen ajamei ludįl’.
",После этого обметем рожь метелками.
"Pidäb nene tähkpäd, štobį oliž puhtaz rugiž, čurha i tįižhe pühkelta.
","Нужно эти колосья вымести в одну и другую сторону, чтобы рожь была чистая."
"Konz puhtastamei sured lomud, ajamei labidįl’ kogoho, seinäd vaste, mugoman suren kogon ajad, kuni ed dotapa.
","Когда очистим от крупного сора, сгребаем [рожь] лопатами в кучу, к стене, большую такую кучу нагребешь, пока не закончишь молотить."
"Dotapamei konz, üks’ mez’ ištuse stuleižele i vot puižel labidol roib necen kaiken kogon.
","Когда закончим молотить, один человек садится на стульчик и вот деревянной лопатой перекидает всю эту кучу."
"Runged pidäb otta eriže.
",Мякину надо отделить.
"Sidomei mö ol'gespei ludeižen, nečil’ ludeižel tähkeižed pašid laptaha.
","Связываем из соломы метелку, этой метелкой выметешь колосья в сторону."
"Nenambeičen rugihen havadįhe amuldamei.
","Зерно ('рожь'), которое при веянии падает вперед, нагребаем в мешки."
"Kudam händembeine rugiž gäb, kudamod güväd ei gügedad, oma güväd erased ei gügedad, rung lanktob edehe, güvä lanktob rugihiine lähemba runged vaste, a kudam hüvä güvä, hän g’o mäb edemba.
","Зерно, которое остается сзади, которое не тяжелое..., некоторые зерна не тяжелые, мякина падает впереди, а ржаное зерно падает ближе, рядом с мякиной, а хорошее зерно – оно уже идет кпереди."
"Necen hüvän rugihen eriže paamei havadihe, a huban rugihen kogiižihe möst sird’ämei i udheze lükkimei i erižehe havadoho paamei.
","Эту хорошую рожь насыпаем отдельно в мешки, а плохую рожь опять в кучу сгребем и снова перекидаем и в отдельные мешки насыпаем."
"Runged kogoho sirdämei.
",Мякину сгребем ('сдвинем') в кучу.
"Vömei skladha hebol.
",[Зерно] увозим на лошади в склад.
"Sigä purnud oma, nenihe purnįhe pästamei.
","Там имеются закрома, в эти закрома высыпаем."
"A runged sinnä gomnaha i gätlemei, ol'gen sidomei, tukud pidäb vedada sarįile.
","А мякину там в гумне оставляем, солому связываем, связки надо отвезти в сарай."
"Nügüt’ taptas mašinal.
",Теперь молотят машиной.
"Vot tämbei mö tapįimei dai eglei tapįimei.
",Вот сегодня мы молотим да и вчера молотили.
"Nügüt’ rugiž völ neniš hörčiš, ahavįičii...
","Теперь рожь еще на этих кольях, сохнет..."
"Eglei kambain pöldol ajelihe.
",Вчера пригнали комбайн в поле.
"Mö koumel hebol vedimei snapud.
",Мы на трех лошадях возили снопы.
"A mehid’ oli mes’t’ kaks’küme.
",А людей было человек двадцать.
"Nin’ ii kazva g’oga sijal, hän kazvab tol’ko sijid’möt, lähemba g’oged, krežeižil’, logeižil’ g’ogerandad möt enamb kazvab.
","Липа не растет в каждом месте, она растет только местами, ближе к реке, на пригорках, в лощинах, по берегам рек больше растет."
"Čapad necen ninen, okseižed karzid', potom derid' nečiš kaluspei.
","Срубишь эту липу, ветки отрубишь, потом выдираешь [кору] из этой палки."
"Käčäkoho derid', käčäkon sidaldad, sigä kaks’ käčäkod libo koume, i ko’ihe.
","В моток надерешь, моток свяжешь, мотка два или три [сделаешь] и домой."
"Kodihe tod.
",Домой принесешь.
"Kuna panda händast?
",Куда ее девать?
"Pid’ab panda händast ...
",Нужно замочить ее в озеро ...
"gärvhe ligotada, bude gärv lähen om libo g’ogehe ligotada, a g’oged eilä da gärved eilä, pid’ab miččehe-ni luhtha ligotada.
","если озеро близко, или в реку замочить, а реки нет и озера нет, нужно в какую-нибудь лужу замочить."
"Paad sin’n’a kivudon.
",Опустишь туда камень.
"Gežli kivut’ eilä, paad čurkan, prižmid' sinnä händast.
","Если камня нет, положишь чурку, прижмешь ее туда."
"Sigä ištub možet kun, a možet i kaks’ ištub, kuni hän ii tehte.
","Лежит там, может быть, месяц, а может быть, и два, пока она не выделается."
"Kacuhtad händast, gežli ii voumiš, tagaze panod, gežli voumiš, noustad sigäpei.
","Посмотришь ее, если не готова, обратно положишь, если готова, поднимешь оттуда."
"Voumiš, ka kor’ lähtob, slojil’ erigandob.
","[Если] готова, так кора отходит, слоями отделяется."
"Huhtaldad, tod händast kodihe, vedaldad, hot’ ugorodale paad libo častokolale.
","Выполощешь, принесешь ее домой, вытянешь на заборе или на частокол положишь."
